key,label,description
212,Estado de sitio,"Véase “Estados de excepción constitucional” [Regímenes especiales establecidos en la Constitución en los que se habilitan potestades extraordinarias, necesarias y proporcionales para la defensa del orden constitucional, en el evento que se dé alguna de las situaciones de anormalidad institucional tipificadas en el texto y que, no pudiendo ser eliminadas o contrarrestadas por las atribuciones ordinarias previstas en la Constitución, exigen la adopción de medidas excepcionales, con sujeción a lo dispuesto en la Carta Fundamental.]."
213,Estado empresario,"Denominación de la actividad económica del Estado en que éste incursiona en sectores tradicionales de la economía, ya sea para prestar servicios esenciales, como titular de servicios de carácter económico o en definitiva, como gestor de empresas [Zúñiga, 2000: 352-4]. En la doctrina chilena se ha utilizado este concepto para “englobar las distintas modalidades bajo las cuales el Estado puede actuar de acuerdo con las solas normas de la Constitución [...]” [Bertelsen, 1987: 115]."
214,Estado unitario,"Forma de Estado en virtud de la cual éste no posee más que un solo centro de decisión política y gubernamental y del cual emana un ordenamiento jurídico aplicable a todas las personas. El Estado unitario tiene un alto grado de concentración de la toma de decisión política a nivel central o nacional. Desde dicho centro, un solo aparato gubernamental ejecuta el mando, a través de órganos que ejercen las distintas funciones en relación a todas las materias comprendidas en la competencia estatal y cuyas ordenaciones generales o especiales rigen sobre la integridad de la extensión territorial y a todas las personas y grupos existentes en su seno [Silva Bascuñán, 1997 T: I: 292]."
215,Estados de excepción constitucional,"Regímenes especiales establecidos en la Constitución en los que se habilitan potestades extraordinarias, necesarias y proporcionales para la defensa del orden constitucional, en el evento que se dé alguna de las situaciones de anormalidad institucional tipificadas en el texto y que, no pudiendo ser eliminadas o contrarrestadas por las atribuciones ordinarias previstas en la Constitución, exigen la adopción de medidas excepcionales, con sujeción a lo dispuesto en la Carta Fundamental."
216,Estatuto parlamentario,"Conjunto de derechos, deberes y obligaciones establecidos por el derecho constitucional en orden a regular la actividad de los miembros del Congreso Nacional (véase “Congreso Nacional”), orientadas a asegurar la independencia, idoneidad, dignidad y capacidad de la persona que desempeñará el mandato popular que le instituye en el cargo de parlamentario [Bronfman et al. 1993: 42]."
217,Ética profesional,"Conjunto de deberes, ideales y virtudes que definen qué es bueno hacer y cuál es la finalidad de una profesión determinada. La deontología profesional, en cambio, es el conjunto de códigos, reglas y principios exigibles de forma explícita a todos quienes ejercen una misma profesión, con la pretensión de regular sus conductas de forma homogénea [García y Cerón, 2005]."
218,Etnias indígenas/pueblos indígenas,"El Estado reconoce a los indígenas y la ley los define como “[d]escendientes de las agrupaciones humanas que existen en el territorio nacional desde tiempos precolombinos, que conservan manifestaciones étnicas y culturales propias siendo para ellos la tierra el fundamento principal de su existencia y cultura” (art. 1, L. 19.253). También se suele emplear la expresión “pueblos originarios” para designar a los mismos colectivos de personas."
219,Ex Presidente de la República,Dignidad oficial otorgada de por vida a aquellas personas que hayan ejercido el cargo de Presidente de la República.
220,Exceptio veritatis,"También denominada “excepción de verdad o veracidad”, es una causal de exclusión de pena de los delitos de injuria y calumnia [Garrido, 2002 T. III: 217] y de exclusión de indemnización en caso del delito de injuria civil, que se produce cuando se prueba la verdad de los hechos imputados por el acusado, cumpliendo los demás requisitos establecidos en la ley."
221,Exenciones tributarias,"Beneficio fiscal establecido por la ley que favorece a un contribuyente, exonerándolo del pago total o parcial de un tributo determinado. Hay exención tributaria cuando un acto, hecho o situación es gravado legalmente con un tributo, sin embargo, la ley dispensa la obligación tributaria por una razón justificada. Es una regla legal que excepciona el pago del tributo."
222,Expropiación,"Enajenación forzosa por imposición del Estado que extrae de la propiedad privada un determinado bien, en razón de utilidad pública o interés nacional, constituyendo una excepción a la inviolabilidad del derecho de propiedad. El acto administrativo priva del derecho de dominio y del bien en sí, mediante el proceso establecido en la Constitución y la ley. Los límites de la administración, en materia de expropiación, se encuentran establecidos en la regulación del derecho de propiedad (art. 19 No 24, véase “Derecho de propiedad”)."
223,Extradición,"Consiste en la entrega que se hace por un país a otro de un individuo al que se acusa de un delito o que ha sido condenado, a fin de que el último lo juzgue o proceda al cumplimiento de la sentencia en el caso respectivo."
224,Extranjeros,"Todo aquel que no posee la nacionalidad chilena. El art. 56 CC establece que son “chilenos los que la Constitución del Estado declara tales. Los demás son extranjeros”. Un extranjero posee un estatuto jurídico distinto al de una persona nacional en varias materias, como permiso de residencia, ingreso al país, derecho a voto, libertad de trabajo, entre otras."
225,Falta de observancioa en materia sustancial de las leyes que reglan el procedimiento,"Véase “Responsabilidad personal de los jueces” [La Constitución establece una regla especial en virtud de la cual los jueces son responsables personalmente “por los delitos de cohecho, falta de observancia en materia sustancial de las leyes que reglan el procedimiento, denegación y torcida administración de justicia y, en general, de toda prevaricación en que incurran en el desempeño de sus funciones” (art. 79).]."
226,Fideicomiso ciego,"Es el contrato obligatorio por el cual, determinadas autoridades del Estado, deberán enajenar, todo o parte de sus bienes, y delegar la administración de sus bienes y obligaciones con el objeto de precaver previsibles conflictos de interés que afecten su función pública, sin que se mantenga el vínculo entre el fideicomitente y el fiduciario."
